symbol,timestamp,open,close,volume,rsi,variation_1h,variation_6h,variation_24h,drawdown_future_24h,coingecko_id,market_cap_usd,category,twitter_followers,telegram_users,category_encoded
BABYUSDT,2025-04-14 12:00:00,0.12247,0.1168,40913993.0,29.84780157835397,-4.629705233934834,-8.248232521602505,-15.01127846903878,-22.977055605454396,,0.0,,0.0,0.0,0
BABYUSDT,2025-04-14 13:00:00,0.11677,0.11698,18329632.0,39.249271137026206,0.1541095890410959,-5.714515999032798,-13.883981154299164,-19.82529759355999,,0.0,,0.0,0.0,0
BABYUSDT,2025-04-14 14:00:00,0.11698,0.11383,33256694.0,30.650804758572377,-2.6927679945289773,-7.77021552422622,-14.593337334933976,-20.217131133527104,,0.0,,0.0,0.0,0
BABYUSDT,2025-04-14 15:00:00,0.11384,0.10774,36845778.0,15.46492659053827,-5.350083457787925,-11.550775798374511,-20.457733480989283,-20.019325368938855,,0.0,,0.0,0.0,0
BABYUSDT,2025-04-14 16:00:00,0.10773,0.10517,27756214.0,14.21686746987946,-2.3853721923148385,-15.34250986074217,-24.905390931810068,-15.483152325257588,,0.0,,0.0,0.0,0
BABYUSDT,2025-04-14 17:00:00,0.10522,0.1029,26049231.0,13.489568448127985,-2.158410193020821,-15.979423532293612,-28.167539267015695,-13.467021478806302,,0.0,,0.0,0.0,0
BABYUSDT,2025-04-14 18:00:00,0.10289,0.10392,19704749.0,10.681616996164024,0.9912536443148712,-11.027397260273975,-27.758081334723673,-11.721255709981536,,0.0,,0.0,0.0,0
BABYUSDT,2025-04-14 19:00:00,0.10391,0.10397,18999379.0,11.175395858708868,0.0481139337952241,-11.121559240895872,-25.01802971296697,-12.58781637955924,,0.0,,0.0,0.0,0
BABYUSDT,2025-04-14 20:00:00,0.10401,0.10377,15993243.0,11.888564949789426,-0.1923631816870274,-8.837740490204693,-24.618625599302636,-12.67185847514663,,0.0,,0.0,0.0,0
BABYUSDT,2025-04-14 21:00:00,0.10372,0.10374,13029014.0,13.26346223346583,-0.0289100896212812,-3.7126415444588834,-25.756816717956056,-12.427689934438884,,0.0,,0.0,0.0,0
BABYUSDT,2025-04-14 22:00:00,0.10374,0.10414,12018693.0,14.843180160466773,0.3855793329477608,-0.9793667395645134,-20.564454614797867,-12.444572970888764,,0.0,,0.0,0.0,0
BABYUSDT,2025-04-14 23:00:00,0.10412,0.10297,16921213.0,15.085248332097834,-1.123487612828877,0.0680272108843471,-16.202799479166664,-12.764118325009614,,0.0,,0.0,0.0,0
BABYUSDT,2025-04-15 00:00:00,0.10294,0.10179,14682192.0,6.410256410256409,-1.1459648441293546,-2.049653579676669,-18.49627672351669,-11.764134447250834,,0.0,,0.0,0.0,0
BABYUSDT,2025-04-15 01:00:00,0.10179,0.10378,19898730.0,14.016172506738528,1.9550054032812625,-0.1827450226026816,-19.494220774183535,-10.767265939679744,,0.0,,0.0,0.0,0
BABYUSDT,2025-04-15 02:00:00,0.10379,0.10103,22982776.0,15.791757049891515,-2.649836191944499,-2.6404548520767124,-21.63964942216706,-12.486752095577607,,0.0,,0.0,0.0,0
BABYUSDT,2025-04-15 03:00:00,0.10105,0.10223,12469229.0,19.36019941836311,1.1877660100960252,-1.4555619818777732,-20.412611911249524,-10.766947055912915,,0.0,,0.0,0.0,0
BABYUSDT,2025-04-15 04:00:00,0.10222,0.10112,14903051.0,21.15297321833863,-1.085786950992862,-2.89994238525062,-22.554951367082783,-11.788299745646649,,0.0,,0.0,0.0,0
BABYUSDT,2025-04-15 05:00:00,0.10112,0.09995,11612956.0,27.235534774985368,-1.157041139240511,-2.932893075653109,-22.800648798949563,-10.82871835443038,,0.0,,0.0,0.0,0
BABYUSDT,2025-04-15 06:00:00,0.09994,0.10255,18362892.0,42.35705950991833,2.601300650325178,0.7466352293938439,-19.44226237234877,-11.366820092055228,,0.0,,0.0,0.0,0
BABYUSDT,2025-04-15 07:00:00,0.10252,0.10115,15996943.0,44.6220036877689,-1.3651877133105783,-2.534206976296005,-18.473442411541875,-13.597346859149429,,0.0,,0.0,0.0,0
BABYUSDT,2025-04-15 08:00:00,0.10112,0.0978,16237880.0,33.548387096774206,-3.3119130004943265,-3.1970701771750987,-20.758385999027716,-14.042721518987344,,0.0,,0.0,0.0,0
BABYUSDT,2025-04-15 09:00:00,0.09785,0.09678,26713928.0,31.630045988758297,-1.0429447852760676,-5.331116110730704,-20.548395041458,-11.170158405723054,,0.0,,0.0,0.0,0
BABYUSDT,2025-04-15 10:00:00,0.09679,0.0969,14229543.0,32.37557721908671,0.1239925604463731,-4.173259493670889,-21.999517024873217,-10.19733443537556,,0.0,,0.0,0.0,0
BABYUSDT,2025-04-15 11:00:00,0.0969,0.09564,17556884.0,30.45366795366796,-1.3003095975232193,-4.312156078039009,-21.907405895321297,-11.279669762641896,,0.0,,0.0,0.0,0
OMUSDT,2025-04-14 12:00:00,0.7206,0.7018,28626131.0,25.609303476432014,-2.622450395448872,-6.113712374581947,-88.69049537499598,-35.525950596724954,,0.0,,0.0,0.0,0
OMUSDT,2025-04-14 13:00:00,0.7018,0.7195,24513066.0,30.401840075767826,2.5220860644058263,0.0834608429545191,-88.36268943988873,-33.79880307779994,,0.0,,0.0,0.0,0
OMUSDT,2025-04-14 14:00:00,0.7196,0.6973,19157581.0,39.64361326746648,-3.085476025017375,1.2046444121915911,-88.69615964465771,-35.436353529738746,,0.0,,0.0,0.0,0
OMUSDT,2025-04-14 15:00:00,0.6973,0.5411,49234836.0,20.829361296472825,-22.400688369424927,-19.71810089020771,-91.18183892311202,-33.37157607916249,,0.0,,0.0,0.0,0
OMUSDT,2025-04-14 16:00:00,0.5411,0.5147,52666207.0,20.22523912372725,-4.87895028645352,-29.579969900123125,-91.13274183822897,-14.137867307336908,,0.0,,0.0,0.0,0
OMUSDT,2025-04-14 17:00:00,0.5148,0.5094,27180041.0,25.451368666278384,-1.029726054012059,-29.318717913140013,-91.0425715240289,-9.751359751359754,,0.0,,0.0,0.0,0
OMUSDT,2025-04-14 18:00:00,0.5094,0.5274,29922849.0,19.429290809903492,3.5335689045936425,-24.85038472499288,-61.517694272163446,-8.794660384766383,,0.0,,0.0,0.0,0
OMUSDT,2025-04-14 19:00:00,0.5273,0.5432,21392446.0,23.637156563454,2.9958285930982154,-24.503127171646977,9.737373737373732,-3.11018395600227,,0.0,,0.0,0.0,0
OMUSDT,2025-04-14 20:00:00,0.5431,0.6017,54390904.0,34.79983319432861,10.769513991163482,-13.710024379750465,-19.21321160042965,-0.3866691217087075,,0.0,,0.0,0.0,0
OMUSDT,2025-04-14 21:00:00,0.6015,0.5913,18036510.0,36.17251842219333,-1.7284360977231072,9.27739789318056,-44.269557021677656,-7.248545303408161,,0.0,,0.0,0.0,0
OMUSDT,2025-04-14 22:00:00,0.5918,0.5986,11525206.0,39.699179580674574,1.2345679012345734,16.30075772294539,-45.388194507800385,-5.728286583305177,,0.0,,0.0,0.0,0
OMUSDT,2025-04-14 23:00:00,0.5987,0.5969,11525370.0,40.94007050528789,-0.2839959906448475,17.177071063996863,-40.85414189456996,-6.814765324870563,,0.0,,0.0,0.0,0
OMUSDT,2025-04-15 00:00:00,0.5969,0.6059,12530490.0,33.44809322033899,1.5077902496230644,14.884338263177854,-25.629065913833315,-6.533757748366567,,0.0,,0.0,0.0,0
OMUSDT,2025-04-15 01:00:00,0.6059,0.6081,7877135.0,34.76731601731602,0.3630962204984378,11.947717231222388,-33.05075415611582,-7.922099356329435,,0.0,,0.0,0.0,0
OMUSDT,2025-04-15 02:00:00,0.608,0.608,6330858.0,36.630558722919055,-0.0164446637066273,1.0470334053515051,-32.49694681914067,-8.240131578947373,,0.0,,0.0,0.0,0
OMUSDT,2025-04-15 03:00:00,0.6079,0.6244,5914945.0,36.39484978540771,2.697368421052637,5.597835278200569,-18.089990817263548,-8.225037012666563,,0.0,,0.0,0.0,0
OMUSDT,2025-04-15 04:00:00,0.6246,0.614,6343528.0,37.66656795972756,-1.6655989750160138,2.5726695623120577,-25.01221299462628,-10.678834454050609,,0.0,,0.0,0.0,0
OMUSDT,2025-04-15 05:00:00,0.6138,0.6049,7960500.0,66.73662119622244,-1.482084690553742,1.3402579996649289,-22.94267515923567,-9.107201042684924,,0.0,,0.0,0.0,0
OMUSDT,2025-04-15 06:00:00,0.6049,0.6153,6931144.0,78.8087056128293,1.7192924450322389,1.5514111239478323,-17.685618729096998,-7.7698793188956925,,0.0,,0.0,0.0,0
OMUSDT,2025-04-15 07:00:00,0.6154,0.6197,4168096.0,81.75014392630976,0.7150983260198363,1.9075809899687712,-13.79885936847961,-9.343516412089697,,0.0,,0.0,0.0,0
OMUSDT,2025-04-15 08:00:00,0.62,0.6059,3536237.0,73.15634218289087,-2.2268839761174775,-0.3453947368421084,-12.060957910014505,-10.016129032258071,,0.0,,0.0,0.0,0
OMUSDT,2025-04-15 09:00:00,0.6057,0.593,10460165.0,64.94597839135653,-2.129064202013542,-5.028827674567582,-12.01780415430268,-7.891695558857531,,0.0,,0.0,0.0,0
OMUSDT,2025-04-15 10:00:00,0.5931,0.6258,20340798.0,58.552164655784246,5.531197301854984,1.9218241042345376,-14.379532083732382,-5.93491822626876,,0.0,,0.0,0.0,0
OMUSDT,2025-04-15 11:00:00,0.6258,0.6725,30839201.0,72.9119638826185,7.462448066474914,11.175400892709542,-6.6879422783405085,-0.7031000319591035,,0.0,,0.0,0.0,0
